               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.077407,            0.072362,                   0,                   0,                   0,                   0,                   0,            0.026913,            0.035544,                   0,              0.0847,              0.0017,              0.0017
                   1,            0.070294,            0.052664,                   0,           0.0033333,                   1,            0.073609,             0.01565,            0.019839,            0.020543,                   0,            0.068457,           0.0034567,           0.0034567
                   2,            0.061699,              0.0381,                   0,           0.0033333,                   1,              0.1217,            0.030518,            0.019774,            0.011183,                   0,            0.052169,           0.0051688,           0.0051688
                   3,            0.052857,            0.033562,                   0,             0.22976,                 0.8,             0.56593,             0.14843,            0.019368,           0.0081427,                   0,            0.035836,           0.0068364,           0.0068364
                   4,            0.044072,            0.024593,                   0,            0.044157,                 0.7,            0.071954,            0.014819,            0.027461,           0.0066316,                   0,            0.019459,           0.0084594,           0.0084594
                   5,            0.054621,            0.023897,                   0,             0.10654,                 0.8,             0.16354,            0.049207,            0.025603,           0.0056298,                   0,           0.0093813,           0.0093813,           0.0093813
                   6,            0.045862,            0.020005,                   0,            0.072838,                   1,             0.36073,             0.10034,             0.03279,           0.0034266,                   0,           0.0093813,           0.0093813,           0.0093813
                   7,            0.055637,            0.020897,                   0,           0.0046168,                   1,             0.14212,            0.042108,            0.034321,           0.0032401,                   0,           0.0092575,           0.0092575,           0.0092575
                   8,             0.04932,            0.016524,                   0,           0.0048031,                   1,            0.066394,            0.020959,            0.034176,           0.0031447,                   0,           0.0091337,           0.0091337,           0.0091337
                   9,            0.053682,            0.019525,                   0,            0.062193,                 0.3,             0.14605,            0.041462,            0.032474,           0.0035775,                   0,             0.00901,             0.00901,             0.00901
                  10,            0.049714,            0.022229,                   0,             0.49161,             0.38825,             0.51127,             0.15879,            0.022678,           0.0049639,                   0,           0.0088863,           0.0088863,           0.0088863
                  11,            0.042406,            0.016023,                   0,            0.095864,                 0.1,             0.08214,            0.023359,            0.026433,           0.0048687,                   0,           0.0087625,           0.0087625,           0.0087625
                  12,            0.044685,            0.019682,                   0,             0.15939,             0.28515,             0.27486,            0.084731,            0.017041,           0.0050261,                   0,           0.0086388,           0.0086388,           0.0086388
                  13,            0.051912,            0.023938,                   0,             0.30307,                 0.5,             0.54558,             0.15966,            0.011895,           0.0055087,                   0,            0.008515,            0.008515,            0.008515
                  14,            0.047028,            0.024025,                   0,             0.17464,             0.84689,             0.38175,             0.11223,            0.013446,           0.0063477,                   0,           0.0083913,           0.0083913,           0.0083913
                  15,            0.042061,            0.020988,                   0,             0.55362,                 0.7,             0.66254,             0.26256,            0.012356,           0.0054474,                   0,           0.0082675,           0.0082675,           0.0082675
                  16,             0.04512,            0.021313,                   0,             0.51695,                 0.4,             0.58691,             0.20914,            0.018556,           0.0045776,                   0,           0.0081437,           0.0081437,           0.0081437
                  17,            0.035852,             0.01947,                   0,             0.58611,             0.85138,             0.72746,             0.36233,            0.011035,           0.0057175,                   0,             0.00802,             0.00802,             0.00802
                  18,            0.039849,            0.021167,                   0,             0.56539,             0.52214,             0.68199,             0.27851,            0.011668,            0.005851,                   0,           0.0078963,           0.0078963,           0.0078963
                  19,            0.039828,            0.017557,                   0,             0.67377,                 0.7,              0.6649,             0.17945,            0.016825,           0.0044031,                   0,           0.0077725,           0.0077725,           0.0077725
                  20,            0.036042,            0.015721,                   0,             0.78481,                 0.9,             0.79859,             0.38928,           0.0099448,            0.004822,                   0,           0.0076488,           0.0076488,           0.0076488
                  21,            0.032821,            0.018906,                   0,             0.75907,             0.94714,             0.92192,             0.31403,            0.014396,           0.0043066,                   0,            0.007525,            0.007525,            0.007525
                  22,            0.039207,            0.018388,                   0,             0.65617,             0.76535,             0.81837,             0.40561,             0.01177,            0.004477,                   0,           0.0074013,           0.0074013,           0.0074013
                  23,             0.03241,            0.019287,                   0,              0.7204,              0.7748,                0.82,              0.3644,            0.012118,           0.0044742,                   0,           0.0072775,           0.0072775,           0.0072775
                  24,            0.038923,            0.017526,                   0,             0.59186,                 0.9,             0.73416,             0.25058,            0.014342,            0.004375,                   0,           0.0071538,           0.0071538,           0.0071538
                  25,            0.034129,            0.019229,                   0,               0.742,                 0.9,             0.83667,              0.4147,           0.0097877,           0.0047295,                   0,             0.00703,             0.00703,             0.00703
                  26,            0.031691,            0.016084,                   0,              0.2802,                 0.5,             0.36598,             0.10986,            0.019844,            0.004504,                   0,           0.0069063,           0.0069063,           0.0069063
                  27,            0.039044,            0.016553,                   0,             0.64032,             0.71307,             0.84457,             0.41489,           0.0086574,           0.0048883,                   0,           0.0067825,           0.0067825,           0.0067825
                  28,             0.03541,            0.018442,                   0,             0.85905,                 0.6,             0.88528,             0.42131,           0.0093598,           0.0049248,                   0,           0.0066587,           0.0066587,           0.0066587
                  29,            0.033817,            0.017695,                   0,             0.62944,                 0.7,             0.74073,             0.29403,            0.011007,           0.0048018,                   0,            0.006535,            0.006535,            0.006535
                  30,            0.029272,            0.016187,                   0,             0.79749,             0.78869,             0.86119,             0.29981,            0.013533,           0.0045559,                   0,           0.0064112,           0.0064112,           0.0064112
                  31,            0.029504,            0.017737,                   0,             0.75354,                 0.8,             0.84716,             0.34447,            0.011714,           0.0048356,                   0,           0.0062875,           0.0062875,           0.0062875
                  32,            0.027315,            0.016607,                   0,             0.67084,             0.81629,              0.8823,              0.4076,            0.010701,            0.004823,                   0,           0.0061637,           0.0061637,           0.0061637
                  33,            0.030285,            0.016192,                   0,             0.75964,                 0.8,             0.81972,             0.36003,            0.010918,           0.0049787,                   0,             0.00604,             0.00604,             0.00604
                  34,            0.038463,            0.020313,                   0,             0.60738,                 0.8,             0.74126,             0.31851,            0.012131,           0.0046475,                   0,           0.0059163,           0.0059163,           0.0059163
                  35,            0.034017,            0.017826,                   0,             0.57303,             0.80561,             0.62263,             0.31282,            0.010577,           0.0045307,                   0,           0.0057925,           0.0057925,           0.0057925
                  36,            0.034477,            0.019384,                   0,             0.72508,             0.79195,             0.75831,             0.38099,           0.0090261,           0.0044398,                   0,           0.0056688,           0.0056688,           0.0056688
                  37,            0.027514,             0.01913,                   0,             0.78877,             0.74945,               0.832,             0.37017,            0.010021,            0.004178,                   0,            0.005545,            0.005545,            0.005545
                  38,            0.027065,            0.016431,                   0,             0.80841,             0.84627,             0.93944,             0.47033,           0.0083235,           0.0044212,                   0,           0.0054212,           0.0054212,           0.0054212
                  39,            0.031609,            0.016989,                   0,             0.78724,             0.74259,             0.91756,             0.32822,            0.011926,           0.0040121,                   0,           0.0052975,           0.0052975,           0.0052975
                  40,            0.027296,            0.015687,                   0,              0.9436,                 0.9,             0.97833,             0.49807,           0.0085014,           0.0040913,                   0,           0.0051737,           0.0051737,           0.0051737
                  41,            0.027271,             0.02033,                   0,             0.77161,                 0.8,             0.85006,             0.35452,            0.011584,           0.0043023,                   0,             0.00505,             0.00505,             0.00505
                  42,            0.024492,            0.012934,                   0,             0.56639,                   1,             0.92306,             0.39447,            0.011469,           0.0041833,                   0,           0.0049263,           0.0049263,           0.0049263
                  43,            0.022157,            0.014281,                   0,             0.69889,             0.92996,             0.93714,             0.43939,           0.0097737,           0.0041647,                   0,           0.0048025,           0.0048025,           0.0048025
                  44,             0.02387,            0.015343,                   0,             0.68346,             0.86551,             0.76492,             0.40007,           0.0092742,           0.0041845,                   0,           0.0046788,           0.0046788,           0.0046788
                  45,             0.02508,            0.015807,                   0,               0.744,             0.87359,             0.77754,             0.42494,           0.0090726,           0.0042734,                   0,            0.004555,            0.004555,            0.004555
                  46,            0.021771,            0.015036,                   0,             0.73645,             0.84037,             0.77076,             0.40532,           0.0090694,           0.0042918,                   0,           0.0044313,           0.0044313,           0.0044313
                  47,            0.032426,            0.014964,                   0,             0.68218,                 0.8,             0.80606,             0.40989,           0.0099929,           0.0040691,                   0,           0.0043075,           0.0043075,           0.0043075
                  48,            0.024297,            0.015706,                   0,             0.65556,             0.76334,                0.87,             0.45968,           0.0094845,           0.0039935,                   0,           0.0041837,           0.0041837,           0.0041837
                  49,            0.029566,            0.017038,                   0,             0.76022,                 0.7,             0.89917,             0.43792,           0.0092348,           0.0039811,                   0,             0.00406,             0.00406,             0.00406
                  50,             0.02096,            0.014747,                   0,             0.87759,                 0.7,             0.92143,             0.42036,           0.0098042,           0.0039017,                   0,           0.0039362,           0.0039362,           0.0039362
                  51,            0.022411,            0.013846,                   0,             0.81989,                 0.7,             0.92143,             0.46662,           0.0088746,           0.0038955,                   0,           0.0038125,           0.0038125,           0.0038125
                  52,            0.024509,            0.015754,                   0,             0.90732,             0.98053,             0.95864,             0.51422,           0.0081142,           0.0038991,                   0,           0.0036888,           0.0036888,           0.0036888
                  53,            0.024934,            0.013379,                   0,             0.87802,                   1,             0.95864,             0.55038,           0.0076084,           0.0039918,                   0,            0.003565,            0.003565,            0.003565
                  54,            0.021609,            0.015496,                   0,                   1,             0.91416,               0.995,             0.55324,           0.0079773,           0.0039225,                   0,           0.0034413,           0.0034413,           0.0034413
                  55,             0.02058,            0.013586,                   0,             0.82344,             0.93472,             0.92833,             0.50305,           0.0091714,           0.0037854,                   0,           0.0033175,           0.0033175,           0.0033175
